age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,workclass,education,marital-status,occupation,relationship,race,sex,native-country
59.963036,269750.16,4.7613935,83.492676,0.0072177057,36.043484,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
59.21686,279976.4,4.9808145,130.60501,0.0038114847,36.869736,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.62978,296360.72,5.372773,310.02994,0.061720323,37.242317,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
59.190285,281670.75,4.995852,103.1512,0.011403153,36.82971,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.093773,281914.3,5.170638,107.78839,0.05594094,37.7737,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.549374,303816.72,5.6286693,204.02292,0.07820483,37.610485,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
56.633224,295560.6,5.5931053,227.69678,0.083823696,37.121403,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.311214,291193.22,5.1931868,180.97415,0.02504831,37.429733,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.288033,273719.0,5.0991616,131.52588,0.019814622,37.331764,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.542934,291211.94,5.453917,248.78667,0.062876016,37.15601,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.290962,297843.7,5.3879466,159.89574,0.02081719,37.544296,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
60.10251,283822.12,4.995261,76.29105,0.002632493,36.322594,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.809696,289424.9,5.418508,168.25916,0.06625616,37.857544,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
60.456097,295583.84,4.7343507,24.473923,0.0007662449,36.203533,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.968494,294779.2,5.3887315,246.39456,0.04014886,37.93159,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
59.52732,270279.88,4.7641115,73.09842,0.0034180987,36.49228,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.98277,289698.1,5.2455206,235.67238,0.04116156,37.481907,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.07792,287129.75,5.273132,113.9369,0.025124194,37.40252,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.88724,279112.2,5.116018,103.93299,0.03731589,36.843678,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
59.363922,295030.25,5.2572813,140.21858,0.008840987,36.686123,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.486122,285570.2,5.3047953,180.06071,0.09757474,37.43103,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
56.95884,301878.94,5.7080054,370.80136,0.16831449,37.741337,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.988144,288611.25,5.3239284,197.96358,0.029346505,37.114815,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.736153,303283.28,5.50797,214.20126,0.04898758,37.581936,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
60.09751,278718.44,4.9642534,53.708313,0.0018927698,35.7434,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
59.39428,272352.72,4.8485465,105.30815,0.003217511,36.927544,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.12121,295560.9,5.417195,180.92781,0.06141302,37.257294,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.13562,277649.53,5.0322204,117.714165,0.015550079,36.842625,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.399853,292205.28,5.2384386,209.02357,0.045727625,36.33458,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.089203,289752.3,5.3241086,246.84644,0.034517307,37.4755,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.66333,286929.12,5.18514,87.969765,0.008074909,37.013958,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.295643,297963.94,5.4562345,217.13657,0.09815253,38.07071,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
59.192474,285457.88,5.0033026,75.42142,0.00238503,36.50262,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.703598,293134.94,5.350826,168.99896,0.041510828,37.63587,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.66306,285874.12,5.1695747,146.61177,0.008757459,36.642254,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.92888,297440.16,5.3251734,184.97223,0.057160143,36.7177,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
61.70873,281784.25,4.6553264,33.70972,0.0007584273,36.173225,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.299145,279291.75,5.05002,129.9034,0.015259978,37.071896,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
59.19179,303750.5,5.259352,99.54078,0.0059708986,36.21988,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.730278,275549.12,5.0137033,94.714066,0.0052475715,36.539383,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.879425,304175.06,5.578432,230.17412,0.06748726,37.82605,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.79864,285795.47,5.1590466,214.69737,0.05260911,37.589294,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.512444,297113.1,5.418617,221.17819,0.07201397,37.64562,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
60.20575,290061.12,4.9098516,59.98365,0.0033115763,36.164265,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
56.900917,291935.34,5.479589,185.63972,0.10476753,37.415653,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.311565,288871.56,5.2865973,141.1018,0.027241917,37.343487,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
60.021564,287887.16,4.994904,58.522224,0.0028512478,36.215073,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
59.69931,280801.22,4.9438987,87.24802,0.012376798,37.733288,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.93901,297494.34,5.3852577,174.72734,0.010205028,37.104984,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.056557,296364.38,5.4362454,240.5504,0.10453968,37.579033,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.71651,273170.75,4.8545074,49.56078,0.004674365,36.25546,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.133907,282984.3,5.0876713,161.0293,0.015341122,36.95771,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
59.64491,273081.94,4.7246356,35.756275,0.002025381,36.62874,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.64161,256979.25,4.4263496,22.806755,0.00012525367,37.423897,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.580948,297289.34,5.4131064,237.10974,0.07319719,37.404972,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.64438,276697.9,4.8998594,66.64472,0.0062793926,36.650364,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.129875,284192.75,5.1579475,209.08783,0.0076769087,37.30691,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
60.504864,290297.75,5.0412874,80.97298,0.007275551,35.539406,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.620697,290101.47,5.3496118,187.5965,0.062463157,37.660393,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.435707,289479.56,5.228783,142.17998,0.019519987,37.8014,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.612724,279734.72,5.1538672,168.56189,0.029452793,37.08129,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.26887,289647.9,5.328189,153.55627,0.02574343,37.161854,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
59.181873,285485.12,5.0560894,146.80478,0.004218856,36.818867,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
59.42776,287466.8,5.076426,103.98677,0.0039488664,36.791153,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.799435,302165.66,5.4616675,224.20305,0.08711941,37.96642,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.674767,290525.3,5.2743874,198.92532,0.083262816,38.071976,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.90417,286127.88,5.2736373,220.25734,0.051240925,37.491306,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.191048,294961.66,5.3424206,162.18819,0.01695757,36.55774,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.94213,293030.25,5.2250557,83.566536,0.005381038,37.125954,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.14659,295258.0,5.309968,201.1796,0.029405788,37.421207,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.530323,285985.66,5.214442,150.15427,0.016575148,37.180286,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.490955,293347.5,5.440496,189.08601,0.055248685,37.098232,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
59.34339,270749.03,4.793672,62.01155,0.0033033597,36.476517,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.62174,298673.78,5.4116197,200.03354,0.021083197,37.25223,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
59.6816,286763.47,5.061038,94.357834,0.0026436788,36.448643,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.261524,293874.47,5.471302,242.78287,0.07388971,37.30617,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
59.649803,270607.22,4.8107376,47.731712,0.0012394021,36.225327,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
60.60769,285217.22,4.976194,47.41435,0.0020084928,36.964554,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.765736,288294.2,5.281438,177.61919,0.050166298,37.515022,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.09591,282881.2,5.149563,72.80674,0.016510054,37.04702,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.155857,300242.38,5.448367,245.61336,0.13043937,37.30041,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.056118,285590.0,5.2527304,244.7684,0.03178054,37.27304,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.60488,299750.12,5.4615607,205.50125,0.05483432,37.080566,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.3586,295097.4,5.455782,295.90717,0.06798316,37.432125,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
59.099342,289585.12,5.137444,107.51192,0.015256602,37.066833,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.369507,295523.53,5.4019613,203.9471,0.035296552,37.561275,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
60.96623,277010.1,4.8844633,28.601477,0.0011750952,36.221382,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.719975,296806.2,5.493412,252.64456,0.045995727,37.598576,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.77551,284491.6,5.180593,156.53217,0.061481465,37.49859,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.08666,299267.53,5.4499793,170.13377,0.081116475,37.66192,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.444023,289238.47,5.2872396,133.68323,0.015423374,37.1684,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.01352,297721.47,5.53989,359.80444,0.055180494,37.210785,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
60.947628,286246.0,5.046724,78.13039,0.005297643,35.384598,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.663097,280539.44,5.0499134,136.53491,0.0145486845,36.983467,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.302376,277912.44,5.106625,85.346596,0.015792744,36.559383,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.966354,291769.06,5.388917,161.24847,0.05234417,37.60695,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.215485,265036.7,4.8543453,84.78492,0.0135472035,36.524483,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.490997,290385.88,5.4628677,146.53102,0.06343887,37.306404,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
59.02607,275319.16,5.0965457,101.46599,0.0044432734,35.806812,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.46696,289220.1,5.3039036,218.40451,0.05920263,37.73896,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.604008,281128.16,5.036622,158.11229,0.007966605,37.253345,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.719822,294675.3,5.418336,246.90433,0.028701002,37.604626,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
59.66103,276296.1,4.826085,74.156944,0.0025455938,36.87994,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.73008,285963.03,5.249873,106.43947,0.013221337,37.331486,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.551796,267914.28,4.8839417,47.574547,0.004418751,36.14116,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.925148,284238.38,5.2066903,169.7821,0.020345304,36.90034,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.405476,289396.9,5.3525825,231.17935,0.042054206,37.226982,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
59.280464,288724.88,5.094595,121.49127,0.017097613,36.858948,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.243404,297474.72,5.506233,133.95566,0.048011594,36.72807,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
60.951138,288732.56,4.6171513,15.613853,0.00041435988,36.247757,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
60.421368,294224.97,5.211637,81.36476,0.008164735,36.236652,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
59.74843,283642.75,4.8160853,90.38924,0.003572059,37.042336,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
56.89322,296123.2,5.5921345,342.12988,0.08538569,37.630104,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
61.22769,285908.3,4.732522,45.314274,0.0022050438,36.571766,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.06927,279210.78,5.1881566,151.9033,0.00953744,36.58629,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.459457,283392.78,5.120398,118.96424,0.02000489,37.034733,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
59.24895,275774.5,4.5391583,20.48747,0.00031464628,38.062866,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
59.29588,262211.94,4.599101,21.633612,0.0042537213,35.32545,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.62286,300872.1,5.500505,298.2969,0.055869337,37.47083,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.376934,283794.06,5.190523,99.40938,0.007858113,37.128494,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
56.94218,292109.78,5.544575,352.14166,0.09044856,37.516422,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.12392,294288.44,5.4697204,257.3492,0.19653057,37.44164,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
59.458263,244928.55,4.3844166,16.835028,0.001989105,35.761223,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.25653,303020.3,5.6765747,295.76172,0.080749944,37.30582,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
59.130077,268829.34,4.7269855,36.01608,0.0053996677,35.82012,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.97339,290506.28,5.2720165,167.79118,0.03290024,37.22931,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.216938,286132.38,5.23574,150.99641,0.019060954,37.24089,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.640213,291300.66,5.3685546,244.83043,0.044468675,37.582565,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.270382,301186.44,5.505547,247.93561,0.029592302,36.77664,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.592434,271027.0,4.8801956,64.32302,0.012976215,36.673973,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.187157,291151.28,5.485129,254.0862,0.050911166,37.57744,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.339268,280829.62,5.12383,135.23265,0.024145147,37.66564,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.376575,296728.0,5.4667287,280.27042,0.038670793,37.611515,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
60.9689,265357.9,4.7986884,36.94762,0.00050440454,36.01312,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
59.930393,281166.8,4.873821,64.749146,0.007006751,36.11122,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.80321,274043.3,4.9387503,87.97735,0.0057055894,36.809425,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.128468,320256.44,5.877868,435.3266,0.2327635,37.708435,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.24538,281223.25,5.0971804,91.8836,0.019837461,36.755352,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
61.41683,250093.4,4.0349674,7.549708,6.0224393e-05,36.231853,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
59.34798,300851.34,5.3606267,141.00858,0.010725254,36.251614,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.96076,290453.25,5.362098,135.67151,0.054101203,37.04686,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
60.32041,264634.5,4.4439883,17.620726,0.00014332384,37.52176,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.799824,300371.4,5.532966,199.5041,0.066425204,37.362602,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.238323,298247.53,5.594289,287.3058,0.08465209,37.90138,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
59.204155,298784.53,5.344059,169.96979,0.030373957,36.44875,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.923527,285009.28,5.022438,70.326836,0.005711676,37.0105,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.144978,296247.75,5.367,241.3633,0.06132552,37.85355,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.58391,290369.75,5.21552,181.86104,0.033301424,37.043854,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
56.765648,306768.78,5.745355,451.13037,0.13167092,37.656445,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
60.013783,295531.78,5.0296283,63.97679,0.0053230105,36.299553,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.250847,296891.8,5.5618076,295.57562,0.039790787,37.417313,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
56.88897,295806.72,5.5779495,278.69058,0.103252634,37.475277,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.498363,284719.0,5.2654243,192.36938,0.036822252,37.4512,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.156933,299740.38,5.6032553,285.71466,0.10394907,37.669495,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.460472,298354.38,5.534559,211.915,0.09419875,38.080105,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.779083,288517.22,5.1227036,163.57205,0.005519341,36.935974,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.497467,273464.7,5.068596,97.857895,0.016763415,36.814724,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
56.8956,311275.16,5.8688364,416.83792,0.14894578,37.81949,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.829773,297556.62,5.213098,159.63574,0.023469891,36.787342,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
59.990635,263382.44,4.567788,22.980331,0.0016526643,36.526005,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
60.002716,296445.34,5.045584,61.73898,0.002935137,36.542076,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
59.317303,284640.6,5.1732826,65.16595,0.0030007556,36.83137,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
60.43995,293092.2,4.968767,83.98107,0.0051507484,36.32392,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.10111,294663.5,5.627019,253.94449,0.109491445,37.651367,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.90211,269491.38,4.8503723,64.40989,0.0064917095,36.405373,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.059147,286887.28,5.246717,167.2759,0.014859715,36.750282,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.628044,294825.8,5.496698,229.50066,0.06624043,38.262306,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
60.318214,294821.78,5.1473274,110.44088,0.007216577,36.325768,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.444233,289430.8,5.376232,205.74605,0.05774844,37.30754,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
59.837765,261950.73,4.6231313,13.034361,0.0011051123,35.416454,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.907906,287893.4,5.2551637,118.60688,0.03081775,37.33684,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.828674,274365.97,5.008053,80.781494,0.010246132,36.734116,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
56.472553,301873.06,5.71223,382.18518,0.26001075,38.023773,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
59.008797,284390.9,5.1430306,132.91353,0.0104072355,36.681496,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.418808,280112.44,5.1190963,105.16098,0.01280243,37.160427,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
61.450294,281589.44,4.6614695,18.036726,0.00029970895,35.91659,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
59.463753,276085.53,4.9684854,87.44082,0.008361807,36.74866,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
59.52334,297057.6,5.325974,123.68001,0.009745901,36.851032,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.42426,296298.34,5.3846803,264.1517,0.046786796,37.06896,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.52238,282240.22,5.0612307,129.18605,0.022316227,37.13115,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.920757,287766.84,5.126734,152.84439,0.020729212,37.15834,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.969425,284410.38,5.1655025,149.89034,0.0705279,37.39898,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.823574,287648.94,5.3276896,175.86052,0.023648623,37.06338,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.9659,293701.5,5.3121033,214.41774,0.016396265,36.088272,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.862362,289302.66,5.2757645,138.17857,0.021437522,36.838123,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.123207,284252.25,5.193018,146.2823,0.011129688,37.447605,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.817837,286597.53,5.2842207,159.03073,0.042408984,37.401833,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.051098,291282.53,5.2201557,161.26521,0.028879741,37.37643,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.318657,291632.56,5.268185,143.5306,0.041702874,37.616405,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.561504,294454.84,5.307332,259.95972,0.091659695,37.5194,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.519566,290913.62,5.4426017,243.28503,0.06646792,37.24604,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
59.011417,282441.84,5.0726976,89.83587,0.011279947,37.442894,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.188503,292003.16,5.249854,207.35117,0.014520226,37.42378,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
60.425583,273827.25,4.7273912,49.135056,0.0054682223,37.42879,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.500206,302637.56,5.5593405,267.21863,0.07163409,37.610653,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
61.68872,274646.1,4.823633,31.299232,0.00058628694,35.980946,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
60.62819,253603.34,4.4192257,19.090351,0.00065630657,35.497078,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.326954,294764.88,5.4786406,225.60507,0.08595096,37.72097,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.295338,294198.6,5.401152,292.93823,0.08658459,37.933548,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.977646,285311.66,5.2106366,205.79121,0.027613128,37.19938,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.167362,305872.25,5.7299495,289.65134,0.05304514,37.30447,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.661457,274417.7,5.00115,124.18619,0.01736888,36.825657,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.821285,293775.66,5.383134,253.22997,0.025642086,37.34547,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.783722,300220.44,5.4751177,296.3907,0.06781034,37.70172,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.72611,284444.84,5.1094093,107.69243,0.01286777,37.135372,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
59.117783,282182.34,4.9683704,109.05509,0.0060338713,36.069073,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.462112,289051.6,5.414012,239.46216,0.03911394,37.38184,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
56.86104,299096.84,5.664994,305.2559,0.13665335,37.942604,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.08161,303804.78,5.660363,327.24112,0.21252514,38.13165,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
59.20278,293229.84,5.308873,106.449814,0.004281747,37.29021,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.7623,290780.38,5.3745356,215.89857,0.095376305,37.14072,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
60.322292,293939.47,5.0033584,68.95567,0.0069095385,35.98299,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
60.944977,269985.25,4.148007,7.047668,7.592905e-05,36.814045,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.321716,288642.28,5.3062596,246.14119,0.056210257,37.62026,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.1205,287187.75,5.245198,104.69331,0.031779997,37.597187,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.400856,296257.1,5.4185667,236.76562,0.05734458,37.670025,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.868813,286809.06,5.082776,117.845146,0.00596333,37.065132,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
56.81212,297695.06,5.593401,344.97787,0.108828835,37.276024,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
